Species,SRR7160364,SRR7162297,SRR7162298,SRR7162299,SRR7162300,SRR7162301,SRR7162302,SRR7162303,SRR7162304,SRR7162305,SRR7162306,SRR7162307,SRR7162308,SRR7162309,SRR7162310,SRR7162311,SRR7162312,SRR7162313,SRR7162314,SRR7162315,SRR7162316,SRR7162317,SRR7162318,SRR7162319,SRR7162320,SRR7162321,SRR7162322,SRR7162323,SRR7162324,SRR7162325,SRR7162326,SRR7162327,SRR7162328,SRR7162329,SRR7162330,SRR7162331,SRR7162332,SRR7162333,SRR7162334,SRR7162335,SRR7162336,SRR7162337,SRR7162338,SRR7162339,SRR7162340,SRR7162341,SRR7162342,SRR7162343,SRR7162344,SRR7162345,SRR7162346,SRR7162347,SRR7162348,SRR7162349,SRR7162350,SRR7162351,SRR7162352,SRR7162353,SRR7162354,SRR7162355,SRR7162356,SRR7162357,SRR7162358,SRR7162359,SRR7162360,SRR7162361,SRR7162362,SRR7162363,SRR7162364,SRR7162365,SRR7162366,SRR7162367,SRR7162368,SRR7162369,SRR7162370,SRR7162371,SRR7162372,SRR7162373,SRR7162374,SRR7162375,SRR7162376,SRR7162377,SRR7162378,SRR7162379,SRR7162380,SRR7162381,SRR7162382,SRR7162383,SRR7162384,SRR7162385,SRR7162386,SRR7162387,SRR7162388,SRR7162389,SRR7162392,SRR7162393,SRR7162394,SRR7162395,SRR7162396,SRR7162397,SRR7162398,SRR7162399,SRR7162400,SRR7162401,SRR7162402,SRR7162403,SRR7162404,SRR7162405,SRR7162406,SRR7162407,SRR7162408,SRR7162409,SRR7162410,SRR7162411,SRR7162412,SRR7162413,SRR7162414,SRR7162415,SRR7162416,SRR7162417,SRR7162418,SRR7162419,SRR7162420,SRR7162421,SRR7162422,SRR7162423,SRR7162424,SRR7162425,SRR7162426,SRR7162427,SRR7162428
Desulfarculus baarsii,0,227.29036,2675.9011,452.01785,0,0,0,0,0,0,0,623.28094,0,0,0,3840.7375,3969.8802,0,8039.32366,0,0,1270.4507,729.08685,0,861.06415,0,1483.9177,0,0,0,353.54398,121.83532,0,537.6921,0,0,1322.1752,0,0,338.32465,0,0,0,0,0,0,2567.5647,0,1059.4437,2037.789,0,0,1350.4197,0,1518.09267,0,3080.4856,0,0,0,1762.4933,0,0,0,0,533.7973,0,0,0,0,653.46075,0,0,0,0,0,1237.297,0,0,9128.809,0,0,0,0,2496.427,0,0,3074.54836,0,0,2217.66964,1077.0417,0,943.91705,0,0,0,0,0,696.67316,1379.99236,1204.2991,0,1626.7196,0,4604.2051,0,0,0,0,0,0,0,1000.41345,0,0,0,0,0,0,0,0,0,0,1609.569,0,0,4523.00479,8649.53,5211.8564,0
Desulfatibacillum alkenivorans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.11762,0,0,0,0,0,0,0,0
Desulfitobacterium hafniense,0,0,0,0,140.25566,0,134.74307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.0165,0,67.37406,0,0,0,0,0,192.70741,0,69.058945,0,0,98.571014,86.42269,0,0,0,0,0,0,0,0,78.67277,0,0,188.799025,0,0,0,0,0,0,0,0,82.34424,0,0,0,0,0,0,0,0,0,0,0,0,144.55338,0,0,80.94115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.53122,0,0,0,0,110.02244,0,0,0,0,0,0,0,79.069244,0,109.50052,0,0,0,0,0,0,0,183.446036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459.28539,0
Desulfobacca acetoxidans,0,0,66.90723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.61215,0,0,0,0,0,0,0,0,0,0,156.11475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218.338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.55563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfobacterium autotrophicum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.54445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfobulbus propionicus,0,0,0,426.33917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.37498,0,0,0,0,0,0,0,162.85046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336.01465,0,0,0,0,0,0,0,0,782.8333,353.78262,363.42484,0,0,0,427.0623,0,0,334.53583,0,0,0,0,0,178.4419,0,0,511.4504,0,0,197.77559,0,0,0,0,0,0,0,0,0,350.82632,0,0,0,0,0,0,0,0,0,0,0,408.4638,0,0,0,0,0,0,0,186.43674,0,0,0,0,0,0,0,0,0,0,0,0,0,259.47748,0,0,300.29324,0,0,0,0
Desulfomicrobium baculatum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.49142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfotalea psychrophila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.27577,113.166016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfotomaculum acetoxidans,0,0,0,0,168.81961,106.85057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.594444,0,57.468605,0,0,0,0,0,0,0,0,0,0,158.497636,0,0,0,0,0,0,0,0,0,0,139.62122,0,0,0,0,0,0,0,0,0,0,0,171.33069,0,0,0,0,116.72767,0,0,0,0,0,0,139.08034,0,0,0,0,0,0,0,0,107.1655,0,0,0,0,0,0,0,0,0,56.14565,0,0,0,0,0,0,0,0,0,0,80.81488,0,0,0,0,0,0,0,0,0,0,0,276.49298,113.03001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfotomaculum carboxydivorans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.61505,0,0,238.254536,0,0,0,52.8508,0,0,0,0,0,0,0,0,0,0,438.00775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.3007,0,0,0,139.19087,0,79.55142,0,0,0,0,0,166.2392,0,0,0,0,0,0,0,35.951275,0,0,80.89546,0,0,0,0,273.83368,0,76.548004,0,0,0,0,100.672676,0,0,0,158.99614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfotomaculum kuznetsovii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.403603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.39212,0,112.58365,0,0,0,0,0,0,0,68.8088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.48864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.98439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.17989,0,0,73.26817,280.9567,0
Desulfotomaculum reducens,0,202.21022,0,62.11995,0,0,0,0,0,0,0,92.941635,0,0,0,0,0,0,0,0,0,0,0,0,62.569378,0,0,0,0,0,434.13788,0,0,0,0,63.47197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.0464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.3715,0,0,0,0,0,0,0,0,0,0,0,0,53.08488,0,0,0,0,0,0,177.94533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfotomaculum ruminis,0,0,0,90.998764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1313.3768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578.1906,0,0,105.673836,0,0,0,0,189.82999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.07437,0,0,0,0,0,0,0,0,0,0,0,0,0,68.4854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540.02264,0,349.32028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfovibrio aespoeensis,0,0,0,0,0,0,0,0,0,0,0,105.31707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.18025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.130424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfovibrio alaskensis,0,0,0,182.4074,0,0,77.932816,0,0,111.01635,0,0,0,0,0,0,0,0,0,0,0,109.7348,0,0,0,0,0,0,0,0,0,0,0,0,96.225746,0,0,87.93933,0,0,0,0,0,0,0,104.59899,51.58965,0,0,0,0,0,0,0,0,1632.2091,0,0,188.0519,0,0,0,0,0,0,0,0,0,0,92.54063,0,0,0,0,0,0,63.91423,0,0,0,272.75994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.07654,2598.5872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfovibrio desulfuricans,0,1478.572989,2290.792904,3435.387212,222.86853,0,0,149.52681,217.861035,263.57002,0,451.021715,537.3146,0,0,0,302.96423,0,226.77116,0,391.63289,0,2912.56955,0,692.987158,130.14055,0,0,2217.001436,0,3174.348561,116.67191,1142.76024,0,142.42009,63.804,402.09598,803.828742,167.1138,240.52974,137.08427,0,0,0,0,494.70042,0,0,103.8446,3751.15703,0,0,0,161.5092,0,0,0,118.24145,7748.3546,3045.46064,2763.25642,93.08694,316.894263,0,3462.68442,0,144.80827,3782.9396,0,0,507.8291,175.29798,0,4000.593661,361.98438,0,3622.84948,0,70.8004,2811.790375,279.85693,860.641125,429.5831,0,248.22819,135.57237,691.84557,0,381.621148,2480.007226,41.69626,354.87913,0,0,0,0,181.9783,0,0,0,0,2774.1299,0,0,0,444.711935,54.814808,0,2151.963834,2005.783482,0,1718.356232,0,0,1776.712418,0,250.174336,0,0,0,0,198.34848,0,3178.09478,0,163.77716,3554.92701,3657.489504,0,0,0
Desulfovibrio magneticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.0564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.681076,0,0,0,0,0,0,0,0,0,0,159.2734,0,0,0,0,0,205.91312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526.78125,0,0
Desulfovibrio salexigens,0,0,252.894424,117.24758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfovibrio vulgaris,0,0,260.917095,790.049134,395.207874,0,0,264.34158,178.70952,431.653026,880.2794,304.68327,429.22971,0,223.3851,388.82852,271.91373,554.25653,231.94022,370.73962,393.86313,105.61801,258.0502,0,436.788545,339.71733,441.48538,285.832814,228.554995,0,374.496054,107.20823,277.18385,136.58058,256.19096,0,380.913086,341.206167,184.84074,306.8915,186.06055,0,173.37938,303.9692,0,0,0,0,515.954734,258.10526,0,1742.144,0,458.0173,197.73543,0,0,311.606865,949.26665,814.57544,356.66757,163.705644,376.88108,0,389.69424,0,0,0,242.68327,384.592955,355.139566,87.38789,247.64236,604.70176,511.59097,339.752839,60.53015,0,143.011287,0,233.570862,0,0,0,0,438.75672,619.22281,0,0,324.36785,0,181.22568,405.72287,217.77942,0,0,0,0,0,424.49979,470.39832,350.32782,0,202.9127,481.05487,162.878904,487.89627,1657.62611,0,0,0,518.418478,293.83615,0,482.928485,1131.8285,449.622669,548.68866,705.8675,0,454.80774,201.90538,369.69754,126.59098,269.520114,293.46988,338.2914,537.744824,240.15417,0,84.70135
Desulfurispirillum indicum,135.1781,0,0,0,0,0,0,0,130.13557,0,0,0,0,0,0,176.8806,213.97452,96.16474,698.30853,0,0,0,0,84.88459,0,0,421.07955,0,0,0,193.82712,0,0,0,0,68.86539,0,0,0,179.53264,169.0205,0,0,0,0,270.554826,0,0,123.3131,0,0,0,0,1459.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231.28069,0,0,0,95.264084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.39686,0,0,0,0,143.642,176.60905,0,0,136.90634,0,0,101.49284,0,0,0,0,0,0,0,0,0,0,168.384614,109.124916,89.91184,0,0,0,0,0,0,0,0,0,0,0,0,0,111.143684,496.37344,0
Desulfurivibrio alkaliphilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.52072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfurobacterium thermolithotrophum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.457,67.80135,0,0,0,0,0,0,0,0,0,0,114.30872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dichelobacter nodosus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.48095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345.84756,0,0,0,0,0,0,0,0,101.50939,0,0,0,0,0,0,0,0,0,0,0,37.54204,0,0,94.413086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.58173,0,0,0,0
Dickeya dadantii,0,0,0,0,0,516.90015,0,0,0,0,0,0,0,246.41284,0,0,0,0,0,130.6995,99.57992,0,0,0,0,0,0,0,0,0,647.7424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322.948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,965.97894,0,0,0,0,0,0,0,355.45767,0,0,0,0,0,0,0,0,0,0,0,0
Dickeya zeae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691.85564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305.9496258,3155.4039,0,0,0,0,0,0,0,0,0,0,0,0
Dyadobacter fermentans,0,0,0,67.88015,0,0,96.75514,0,0,101.2693,0,88.45527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.46245,183.7975,0,0,134.1828,0,0,0,0,0,0,0,0,0,146.66393,0,0,219.30622,85.03197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.94922,115.40517,152.69102,67.935455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.12116,0,0,0,0,0,0,119.00495,0,0,149.65063,98.903595,0,0,0,0,0,0,0,0,0,0,194.90611,4.7945366,238.00039,95.9017,0,125.9065,0,0,0,0,0,0,0,0,0
Edwardsiella ictaluri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.91662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eggerthella lenta,0,0,1494.243949,0,155.165956,0,0,0,0,0,426.920015,71.96041,0,3897.9285,66.101875,0,0,57.944145,0,0,0,0,0,0,0,476.381202,0,0,0,0,0,4048.623656,0,51.863033,0,0,160.931306,0,0,141.61342,0,0,0,2017.170798,0,241.946239,0,0,0,0,0,0,64.38112,0,0,0,0,0,0,6570.50725,60.99844,0,0,0,0,0,0,2082.69511,0,0,0,0,0,473.27054,0,0,0,0,0,0,0,722.347743,598.163865,0,183.9794,0,7769.81629,0,85.97492,0,0,0,0,75.54754,0,0,0,0,0,0,879.88619,4471.71807,714.374422,0,0,80.55388,0,90.83767,477.60123,0,0,0,0,918.40889,0,1104.81343,513.473086,0,0,833.872864,0,0,0,156.669576,0,0,721.85507,58.54035,0,0,0
Eggerthella sp. YY7918,0,91.74546,77.67994,81.13173,214.120751,0,453.998425,278.99656,0,84.837814,0,410.00193,362.64249,340.09952,0,106.50376,124.28049,0,0,504.55335,0,103.46983,497.585562,149.23898,286.76542,0,239.58195,0,267.97347,239.71118,73.62624,0,0,262.07606,139.6894,57.422092,307.55256,54.956238,229.31833,0,0,152.46172,0,421.390762,0,265.968974,222.719528,0,262.74656,0,0,0,0,0,0,159.65237,0,0,0,1246.03851,0,0,0,0,59.84778,112.784935,0,117.2676,0,0,0,0,0,270.02008,0,97.992516,0,0,0,179.85726,89.20227,79.753555,0,256.82548,0,0,0,0,0,110.695806,324.691946,0,134.22824,0,0,162.42502,0,0,0,162.13129,80.96485,485.25209,1027.76977,0,174.3269,0,0,0,0,0,0,0,0,151.20775,0,161.44868,146.51028,0,0,0,0,0,0,0,93.25825,271.31038,0,0,203.260905,156.56427,0
Elusimicrobium minutum,0,0,0,0,1958.2308,0,0,0,0,0,0,0,0,0,0,0,0,118.98645,0,0,0,0,214.58404,0,0,0,382.59006,0,147.00406,0,359.163254,0,0,0,0,0,0,68154.38515,0,0,0,0,0,0,0,0,0,0,489.60698,393.95795,0,214.2649,0,0,0,0,0,0,0,0,126.12692,0,651.964162,0,0,0,0,0,0,0,0,0,0,317.31354,0,210.24771,0,0,0,524.7497,0,139.7587,153.10704,287.84858,0,0,0,0,1219.8525,0,2789.725393,0,149.30707,0,523.206064,269.12592,0,0,0,307.14903,0,0,0,0,0,0,0,0,142.31595,561.88257,0,0,93.61397,0,365.7588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.37384,0
Enterobacter aerogenes,0,0,0,0,0,1429.84848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1307.3197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238.766864,2321.693,0,141.601,0,0,0,0,0,0,0,1393.9713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2569.539776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949.38623
Enterobacter sp. 638,0,0,0,0,0,1191.8701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.117045,0,0,1619.15594,0,0,0,0,449.82104,0,0,0,0,0,0,0,0,615.7247,59.81668,0,0,248.97247,0,0,0,34.172604,0,0,0,0,216.767,93.313675,0,0,0,0,0,0,0,0,0,0,0,0,104.79259,0,0,0,0,97.217514,0,0,0,0,0,0,0,0,0,0,2544.0905,0,0,0,0,0,390.79062,0,0,0,0,59.081467,0,0,0,0,312.14985,0,0,0,0,0,136.65224,0,0,0,0,0,7199.55266,0,0,0,0,0,0,34.557224,1485.92114,0,0,0,206.9893,0,0,0,0,944.724,0,0,3217.6762
Enterococcus faecalis,0,0,0,0,0,3511.217335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270.81488,0,0,0,1589.506284,118.42495,0,0,0,0,3104.614915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.278337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341.54415,0,0,0,0,0,0,0,0,0,0,0,0,68.75193,0,0,0,0,0,855.219669,0,0,0,0,11.459343,0,0,113.758,0,0,0,0,0,0,0,0,0,0,0,58.785057,0,0,0,0,0,0,0,15994.12558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erwinia amylovora,0,0,0,191.4192,0,1331.01577,112.161095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.62943,0,0,0,1640.03364,0,0,0,0,669.28175,0,0,0,0,0,0,320.14254,0,0,0,0,0,0,0,0,0,0,0,0,0,535.17089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.1508,0,0,0,0,0,0,0,0,0,0,0,9710.712,0,0,0,0,0,0,61.370884,2028.6163,0,0,0,0,0,0,0,0,0,0,0,0
Erwinia billingiae,0,0,0,0,0,0,0,0,182.30336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.80876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660.1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501.46768
Erysipelothrix rhusiopathiae,1925.8079,4571.411393,1650.20315,1136.338059,2110.13396,6222.75147,21954.93895,4058.308254,3704.763425,0,1680.38701,13332.02155,3847.842506,38051.99903,3582.52684,6836.65297,1804.15347,0,2176.77881,1932.28501,3919.686944,2651.39483,3267.78218,5014.964137,6218.666234,0,1868.867015,1161.151392,5256.142282,4943.988864,8742.940452,0,7656.135245,3438.998705,16661.75304,1350.83766,1773.32652,6813.189617,1622.81638,3766.990448,1532.69078,3934.877016,1471.56136,3178.720276,4268.790415,6626.608634,1171.06763,159.733633,10774.48934,9267.327265,1949.760624,2720.976895,5447.961525,251.77509,3192.35343,1478.65421,6452.08391,6598.56456,0,23113.4794,1247.607399,882.24973,1897.270777,2163.83359,487.214308,76.15394,5302.884611,2770.01834,2245.184084,1722.71182,25472.9089,2084.605401,450.37967,2614.05063,3845.648464,4195.683561,2534.773854,1685.40643,3270.559622,4814.29841,8653.647335,3764.06196,236.23429,6441.624776,1747.571446,0,5749.10986,8759.497745,3551.206922,1337.894272,5676.929616,4012.554266,1354.50342,6856.926095,4043.017311,771.92924,1849.99576,8827.74909,11972.54955,105.23666,6577.72535,6862.537876,24875.66188,2330.14061,531.698036,29213.42089,5921.524537,4811.056154,2647.024743,3405.665542,0,5450.399598,1859.719289,3431.42064,2245.43656,1653.661623,2189.633305,3091.747678,8296.293906,3858.455357,202.94009,5780.23977,11582.89361,6430.494835,1351.937155,1176.653629,2611.869011,5144.003935,1790.818546,3459.28374,1414.92051
Erythrobacter litoralis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.75708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.61871,0,0,0,0,0
